id,company_id,amount,status,created_at,paid_at
1609,cbf1c8b09cd5b549416d49d220a40cbd317f952e,2.1321323123121132e+16,pending_payment,2019-05-09,
1610,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.03,paid,2019-01-27,2019-01-27
1611,cbf1c8b09cd5b549416d49d220a40cbd317f952e,115.21,voided,2019-03-27,
1612,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.17,voided,2019-02-08,
1613,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.75,paid,2019-01-05,2019-01-05
1614,cbf1c8b09cd5b549416d49d220a40cbd317f952e,7.3,voided,2019-02-23,
1615,cbf1c8b09cd5b549416d49d220a40cbd317f952e,53.8,paid,2019-03-17,2019-03-17
1616,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-19,2019-02-19
1617,cbf1c8b09cd5b549416d49d220a40cbd317f952e,73.1,paid,2019-01-30,2019-01-30
1618,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,voided,2019-04-16,
1619,cbf1c8b09cd5b549416d49d220a40cbd317f952e,113.38,voided,2019-01-04,
1620,8f642dc67fccf861548dfe1c761ce22f795e91f0,5999.0,pending_payment,2019-03-18,
1621,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.21,paid,2019-03-30,2019-03-30
1622,cbf1c8b09cd5b549416d49d220a40cbd317f952e,57.8,paid,2019-01-05,2019-01-05
1623,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.91,paid,2019-03-28,2019-03-28
1624,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-11,
1625,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-27,
1626,cbf1c8b09cd5b549416d49d220a40cbd317f952e,34.03,voided,2019-04-28,
1627,cbf1c8b09cd5b549416d49d220a40cbd317f952e,71.68,paid,2019-04-18,2019-04-18
1628,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-20,
1629,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.35,paid,2019-03-21,2019-03-22
1630,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-27,
1631,cbf1c8b09cd5b549416d49d220a40cbd317f952e,130.24,paid,2019-04-16,2019-04-16
1632,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-02-10,2019-02-10
1633,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.0,refunded,2019-04-26,2019-04-26
1634,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-10,
1635,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.86,paid,2019-04-27,2019-04-27
1636,cbf1c8b09cd5b549416d49d220a40cbd317f952e,97.97,paid,2019-03-04,2019-03-04
1637,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-11,
1638,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.6,paid,2019-02-17,2019-02-17
1639,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-14,
1640,cbf1c8b09cd5b549416d49d220a40cbd317f952e,86.55,voided,2019-01-26,
1641,cbf1c8b09cd5b549416d49d220a40cbd317f952e,215.58,paid,2019-02-06,2019-02-06
1642,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-21,
1643,cbf1c8b09cd5b549416d49d220a40cbd317f952e,17.82,paid,2019-03-26,2019-03-26
1644,cbf1c8b09cd5b549416d49d220a40cbd317f952e,18.04,paid,2019-01-12,2019-01-12
1645,cbf1c8b09cd5b549416d49d220a40cbd317f952e,69.74,paid,2019-01-28,2019-01-28
1646,cbf1c8b09cd5b549416d49d220a40cbd317f952e,114.82,paid,2019-02-02,2019-02-02
1647,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-01,
1648,cbf1c8b09cd5b549416d49d220a40cbd317f952e,70.35,paid,2019-03-29,2019-03-29
1649,cbf1c8b09cd5b549416d49d220a40cbd317f952e,189.4,voided,2019-05-16,
1650,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.14,pending_payment,2019-04-03,
1651,cbf1c8b09cd5b549416d49d220a40cbd317f952e,94.41,paid,2019-04-03,2019-04-03
1652,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-04-22,
1653,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-04,
1654,cbf1c8b09cd5b549416d49d220a40cbd317f952e,125.53,voided,2019-03-08,
1655,cbf1c8b09cd5b549416d49d220a40cbd317f952e,27.87,paid,2019-03-23,2019-03-23
1656,cbf1c8b09cd5b549416d49d220a40cbd317f952e,18.24,pending_payment,2019-04-10,
1657,cbf1c8b09cd5b549416d49d220a40cbd317f952e,91.11,paid,2019-04-04,2019-04-04
1658,cbf1c8b09cd5b549416d49d220a40cbd317f952e,65.16,paid,2019-04-12,2019-04-12
1659,cbf1c8b09cd5b549416d49d220a40cbd317f952e,147.6,paid,2019-03-16,2019-03-17
1660,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.35,paid,2019-03-26,2019-03-26
1661,cbf1c8b09cd5b549416d49d220a40cbd317f952e,49.71,paid,2019-01-31,2019-01-31
1662,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-06,
1663,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.95,paid,2019-03-27,2019-03-27
1664,cbf1c8b09cd5b549416d49d220a40cbd317f952e,96.44,paid,2019-02-21,2019-02-21
1665,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.6,paid,2019-04-09,2019-04-09
1666,cbf1c8b09cd5b549416d49d220a40cbd317f952e,260.41,paid,2019-01-07,2019-01-07
1667,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-18,
1668,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.11,paid,2019-02-14,2019-02-14
1669,cbf1c8b09cd5b549416d49d220a40cbd317f952e,201.36,paid,2019-02-27,2019-02-27
1670,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-06,
1671,cbf1c8b09cd5b549416d49d220a40cbd317f952e,95.2,paid,2019-01-11,2019-01-11
1672,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-05-11,2019-05-11
1673,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-19,
1674,cbf1c8b09cd5b549416d49d220a40cbd317f952e,102.0,paid,2019-03-02,2019-03-02
1675,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-23,
1676,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.54,paid,2019-03-05,2019-03-05
1677,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-02,
1678,cbf1c8b09cd5b549416d49d220a40cbd317f952e,147.46,paid,2019-04-30,2019-04-30
1679,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.89,paid,2019-01-05,2019-01-05
1680,cbf1c8b09cd5b549416d49d220a40cbd317f952e,19.8,paid,2019-03-09,2019-03-09
1681,cbf1c8b09cd5b549416d49d220a40cbd317f952e,10.04,paid,2019-05-12,2019-05-12
1682,cbf1c8b09cd5b549416d49d220a40cbd317f952e,98.71,paid,2019-02-17,2019-02-17
1683,8f642dc67fccf861548dfe1c761ce22f795e91f0,31317.0,pending_payment,2019-05-17,
1684,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.39,paid,2019-03-07,2019-03-07
1685,cbf1c8b09cd5b549416d49d220a40cbd317f952e,170.04,paid,2019-02-22,2019-02-23
1686,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.44,paid,2019-01-05,2019-01-05
1687,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.62,pending_payment,2019-01-12,
1688,cbf1c8b09cd5b549416d49d220a40cbd317f952e,88.54,pending_payment,2019-03-22,
1689,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.87,paid,2019-01-15,2019-01-15
1690,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.08,paid,2019-04-17,2019-04-17
1691,cbf1c8b09cd5b549416d49d220a40cbd317f952e,200.97,voided,2019-03-08,
1692,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.98,paid,2019-05-16,2019-05-16
1693,cbf1c8b09cd5b549416d49d220a40cbd317f952e,49.86,paid,2019-03-12,2019-03-12
1694,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.63,paid,2019-05-02,2019-05-02
1695,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.57,paid,2019-01-02,2019-01-02
1696,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-22,
1697,cbf1c8b09cd5b549416d49d220a40cbd317f952e,115.22,paid,2019-02-07,2019-02-07
1698,cbf1c8b09cd5b549416d49d220a40cbd317f952e,122.78,paid,2019-03-03,2019-03-03
1699,cbf1c8b09cd5b549416d49d220a40cbd317f952e,256.99,paid,2019-04-10,2019-04-10
1700,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-04-23,2019-04-23
1701,cbf1c8b09cd5b549416d49d220a40cbd317f952e,203.84,paid,2019-05-18,2019-05-18
1702,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-02-17,2019-02-17
1703,cbf1c8b09cd5b549416d49d220a40cbd317f952e,46.61,paid,2019-03-18,2019-03-18
1704,cbf1c8b09cd5b549416d49d220a40cbd317f952e,137.59,pending_payment,2019-02-02,
1705,cbf1c8b09cd5b549416d49d220a40cbd317f952e,71.51,voided,2019-04-17,
1706,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-20,
1707,cbf1c8b09cd5b549416d49d220a40cbd317f952e,80.84,paid,2019-03-05,2019-03-05
1708,cbf1c8b09cd5b549416d49d220a40cbd317f952e,173.49,paid,2019-01-08,2019-01-08
1709,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-02-06,2019-02-06
1710,cbf1c8b09cd5b549416d49d220a40cbd317f952e,280.95,voided,2019-03-26,
1711,cbf1c8b09cd5b549416d49d220a40cbd317f952e,203.38,voided,2019-03-24,
1712,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.98,paid,2019-01-24,2019-01-24
1713,cbf1c8b09cd5b549416d49d220a40cbd317f952e,166.27,paid,2019-03-12,2019-03-12
1714,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-09,2019-02-10
1715,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.03,voided,2019-03-01,
1716,cbf1c8b09cd5b549416d49d220a40cbd317f952e,33.0,paid,2019-02-01,2019-02-01
1717,cbf1c8b09cd5b549416d49d220a40cbd317f952e,101.51,paid,2019-04-30,2019-04-30
1718,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-19,
1719,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-25,
1720,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-02,
1721,cbf1c8b09cd5b549416d49d220a40cbd317f952e,107.7,paid,2019-01-11,2019-01-11
1722,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.46,paid,2019-04-08,2019-04-08
1723,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.34,paid,2019-03-23,2019-03-23
1724,cbf1c8b09cd5b549416d49d220a40cbd317f952e,94.43,paid,2019-02-16,2019-02-17
1725,cbf1c8b09cd5b549416d49d220a40cbd317f952e,110.58,paid,2019-03-31,2019-03-31
1726,cbf1c8b09cd5b549416d49d220a40cbd317f952e,27.38,paid,2019-04-27,2019-04-27
1727,cbf1c8b09cd5b549416d49d220a40cbd317f952e,193.85,voided,2019-01-07,
1728,cbf1c8b09cd5b549416d49d220a40cbd317f952e,160.63,paid,2019-01-15,2019-01-16
1729,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-19,
1730,cbf1c8b09cd5b549416d49d220a40cbd317f952e,117.56,paid,2019-02-17,2019-02-17
1731,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.9,pending_payment,2019-05-03,
1732,cbf1c8b09cd5b549416d49d220a40cbd317f952e,73.32,paid,2019-05-13,2019-05-13
1733,cbf1c8b09cd5b549416d49d220a40cbd317f952e,75.78,paid,2019-05-02,2019-05-02
1734,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.58,paid,2019-03-16,2019-03-16
1735,cbf1c8b09cd5b549416d49d220a40cbd317f952e,57.55,charged_back,2019-04-06,2019-04-06
1736,cbf1c8b09cd5b549416d49d220a40cbd317f952e,160.07,paid,2019-01-30,2019-01-30
1737,cbf1c8b09cd5b549416d49d220a40cbd317f952e,74.71,paid,2019-01-11,2019-01-11
1738,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.8,voided,2019-02-20,
1739,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.34,paid,2019-04-30,2019-04-30
1740,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.33,paid,2019-03-04,2019-03-04
1741,cbf1c8b09cd5b549416d49d220a40cbd317f952e,32.17,voided,2019-01-12,
1742,cbf1c8b09cd5b549416d49d220a40cbd317f952e,2858.33,paid,2019-04-01,2019-04-01
1743,cbf1c8b09cd5b549416d49d220a40cbd317f952e,51.3,paid,2019-03-11,2019-03-11
1744,cbf1c8b09cd5b549416d49d220a40cbd317f952e,7.11,paid,2019-03-03,2019-03-03
1745,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-08,
1746,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-16,
1747,cbf1c8b09cd5b549416d49d220a40cbd317f952e,122.38,paid,2019-03-05,2019-03-05
1748,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21312312393.19,voided,2019-02-08,
1749,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,voided,2019-02-25,
1750,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.26,paid,2019-04-18,2019-04-18
1751,cbf1c8b09cd5b549416d49d220a40cbd317f952e,53.05,voided,2019-03-20,
1752,cbf1c8b09cd5b549416d49d220a40cbd317f952e,0.0,voided,2019-02-11,
1753,cbf1c8b09cd5b549416d49d220a40cbd317f952e,71.99,voided,2019-04-01,
1754,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.05,paid,2019-02-27,2019-02-27
1755,cbf1c8b09cd5b549416d49d220a40cbd317f952e,329.73,paid,2019-02-27,2019-02-27
1756,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-05,
1757,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.75,paid,2019-01-07,2019-01-07
1758,cbf1c8b09cd5b549416d49d220a40cbd317f952e,70.1,paid,2019-01-29,2019-01-29
1759,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.1,paid,2019-03-05,2019-03-06
1760,cbf1c8b09cd5b549416d49d220a40cbd317f952e,69.01,paid,2019-04-19,2019-04-19
1761,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.41,voided,2019-01-12,
1762,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.31,pending_payment,2019-02-11,
1763,cbf1c8b09cd5b549416d49d220a40cbd317f952e,64.08,paid,2019-02-15,2019-02-15
1764,cbf1c8b09cd5b549416d49d220a40cbd317f952e,94.55,voided,2019-02-22,
1765,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-01,
1766,cbf1c8b09cd5b549416d49d220a40cbd317f952e,185.89,pending_payment,2019-03-02,
1767,cbf1c8b09cd5b549416d49d220a40cbd317f952e,84.56,paid,2019-02-15,2019-02-15
1768,cbf1c8b09cd5b549416d49d220a40cbd317f952e,1785.69,pending_payment,2019-02-10,
1769,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-18,
1770,cbf1c8b09cd5b549416d49d220a40cbd317f952e,80.53,voided,2019-03-01,
1771,cbf1c8b09cd5b549416d49d220a40cbd317f952e,93.57,paid,2019-02-14,2019-02-14
1772,cbf1c8b09cd5b549416d49d220a40cbd317f952e,194.07,voided,2019-03-21,
1773,cbf1c8b09cd5b549416d49d220a40cbd317f952e,158.41,paid,2019-05-17,2019-05-17
1774,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-09,
1775,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-10,
1776,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-16,
1777,cbf1c8b09cd5b549416d49d220a40cbd317f952e,197.31,paid,2019-01-25,2019-01-25
1778,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-02,
1779,cbf1c8b09cd5b549416d49d220a40cbd317f952e,110.4,paid,2019-03-20,2019-03-20
1780,cbf1c8b09cd5b549416d49d220a40cbd317f952e,123.8,paid,2019-01-01,2019-01-01
1781,cbf1c8b09cd5b549416d49d220a40cbd317f952e,526.62,paid,2019-04-25,2019-04-25
1782,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-14,
1783,cbf1c8b09cd5b549416d49d220a40cbd317f952e,37.57,pending_payment,2019-03-29,
1784,cbf1c8b09cd5b549416d49d220a40cbd317f952e,196.04,paid,2019-04-25,2019-04-25
1785,cbf1c8b09cd5b549416d49d220a40cbd317f952e,216.78,paid,2019-01-28,2019-01-28
1786,cbf1c8b09cd5b549416d49d220a40cbd317f952e,160.86,paid,2019-02-27,2019-02-27
1787,cbf1c8b09cd5b549416d49d220a40cbd317f952e,28.11,paid,2019-05-16,2019-05-16
1788,cbf1c8b09cd5b549416d49d220a40cbd317f952e,46.87,paid,2019-03-30,2019-03-30
1789,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-13,
1790,cbf1c8b09cd5b549416d49d220a40cbd317f952e,110.17,paid,2019-05-01,2019-05-01
1791,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-12,
1792,8f642dc67fccf861548dfe1c761ce22f795e91f0,11749.0,pending_payment,2019-04-23,
1793,cbf1c8b09cd5b549416d49d220a40cbd317f952e,108.63,paid,2019-04-04,2019-04-04
1794,cbf1c8b09cd5b549416d49d220a40cbd317f952e,184.13,paid,2019-03-08,2019-03-08
1795,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-07,
1796,cbf1c8b09cd5b549416d49d220a40cbd317f952e,77.2,paid,2019-04-20,2019-04-20
1797,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.28,voided,2019-04-24,
1798,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-17,
1799,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.88,paid,2019-04-16,2019-04-17
1800,cbf1c8b09cd5b549416d49d220a40cbd317f952e,53.0,paid,2019-03-08,2019-03-09
1801,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.06,paid,2019-02-10,2019-02-10
1802,cbf1c8b09cd5b549416d49d220a40cbd317f952e,114.0,voided,2019-02-21,
1803,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.28,voided,2019-02-21,
1804,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.3,paid,2019-03-31,2019-03-31
1805,cbf1c8b09cd5b549416d49d220a40cbd317f952e,35.33,voided,2019-03-05,
1806,cbf1c8b09cd5b549416d49d220a40cbd317f952e,119.19,paid,2019-05-01,2019-05-01
1807,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-21,
1808,cbf1c8b09cd5b549416d49d220a40cbd317f952e,187.72,paid,2019-02-11,2019-02-11
1809,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.22,voided,2019-03-01,
1810,cbf1c8b09cd5b549416d49d220a40cbd317f952e,64.58,paid,2019-02-05,2019-02-05
1811,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.81,paid,2019-04-25,2019-04-25
1812,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.07,paid,2019-03-19,2019-03-19
1813,cbf1c8b09cd5b549416d49d220a40cbd317f952e,49.41,paid,2019-01-25,2019-01-25
1814,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-24,
1815,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-21,
1816,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.07,voided,2019-02-18,
1817,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-17,
1818,cbf1c8b09cd5b549416d49d220a40cbd317f952e,46.55,pending_payment,2019-02-08,
1819,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-18,
1820,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.22,paid,2019-04-08,2019-04-09
1821,cbf1c8b09cd5b549416d49d220a40cbd317f952e,106.23,paid,2019-05-04,2019-05-04
1822,cbf1c8b09cd5b549416d49d220a40cbd317f952e,116.77,pending_payment,2019-03-14,
1823,cbf1c8b09cd5b549416d49d220a40cbd317f952e,82.18,paid,2019-04-24,2019-04-24
1824,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-01,
1825,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-16,
1826,cbf1c8b09cd5b549416d49d220a40cbd317f952e,145.42,paid,2019-03-29,2019-03-29
1827,cbf1c8b09cd5b549416d49d220a40cbd317f952e,82.39,pending_payment,2019-04-08,
1828,cbf1c8b09cd5b549416d49d220a40cbd317f952e,82.53,paid,2019-03-22,2019-03-22
1829,cbf1c8b09cd5b549416d49d220a40cbd317f952e,59.29,paid,2019-03-01,2019-03-01
1830,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.41,pending_payment,2019-02-15,
1831,cbf1c8b09cd5b549416d49d220a40cbd317f952e,156.76,paid,2019-02-11,2019-02-11
1832,cbf1c8b09cd5b549416d49d220a40cbd317f952e,104.34,paid,2019-02-28,2019-03-01
1833,cbf1c8b09cd5b549416d49d220a40cbd317f952e,64.04,paid,2019-02-26,2019-02-26
1834,cbf1c8b09cd5b549416d49d220a40cbd317f952e,96.66,paid,2019-01-26,2019-01-26
1835,cbf1c8b09cd5b549416d49d220a40cbd317f952e,246.26,paid,2019-05-11,2019-05-11
1836,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-20,
1837,cbf1c8b09cd5b549416d49d220a40cbd317f952e,40.4,paid,2019-05-17,2019-05-17
1838,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.21,paid,2019-04-19,2019-04-19
1839,cbf1c8b09cd5b549416d49d220a40cbd317f952e,174.31,paid,2019-05-03,2019-05-03
1840,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.87,paid,2019-03-09,2019-03-09
1841,cbf1c8b09cd5b549416d49d220a40cbd317f952e,161.38,paid,2019-02-06,2019-02-07
1842,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-01,
1843,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.97,paid,2019-01-31,2019-01-31
1844,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.42,pending_payment,2019-01-12,
1845,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.12,paid,2019-03-21,2019-03-21
1846,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.23,pending_payment,2019-03-30,
1847,cbf1c8b09cd5b549416d49d220a40cbd317f952e,20.27,pending_payment,2019-01-19,
1848,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-11,2019-02-11
1849,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.75,voided,2019-03-09,
1850,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-16,
1851,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-01,
1852,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.03,paid,2019-03-01,2019-03-01
1853,cbf1c8b09cd5b549416d49d220a40cbd317f952e,125.63,paid,2019-03-05,2019-03-05
1854,cbf1c8b09cd5b549416d49d220a40cbd317f952e,86.33,paid,2019-03-28,2019-03-28
1855,cbf1c8b09cd5b549416d49d220a40cbd317f952e,51.4,paid,2019-05-10,2019-05-10
1856,cbf1c8b09cd5b549416d49d220a40cbd317f952e,186.27,voided,2019-04-29,
1857,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.92,paid,2019-05-18,2019-05-18
1858,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.96,paid,2019-01-18,2019-01-18
1859,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.0,refunded,2019-02-11,2019-02-11
1860,cbf1c8b09cd5b549416d49d220a40cbd317f952e,125.11,paid,2019-03-15,2019-03-15
1861,cbf1c8b09cd5b549416d49d220a40cbd317f952e,187.28,paid,2019-04-05,2019-04-05
1862,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-14,
1863,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-16,
1864,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.37,paid,2019-04-28,2019-04-28
1865,cbf1c8b09cd5b549416d49d220a40cbd317f952e,199.93,paid,2019-02-19,2019-02-19
1866,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-27,
1867,cbf1c8b09cd5b549416d49d220a40cbd317f952e,188.54,voided,2019-01-04,
1868,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-12,
1869,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.51,paid,2019-02-03,2019-02-03
1870,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-12,2019-02-13
1871,cbf1c8b09cd5b549416d49d220a40cbd317f952e,53.84,paid,2019-01-01,2019-01-01
1872,cbf1c8b09cd5b549416d49d220a40cbd317f952e,134.78,paid,2019-02-19,2019-02-19
1873,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.77,pending_payment,2019-04-05,
1874,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-01-21,2019-01-21
1875,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-12,
1876,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-05-08,2019-05-08
1877,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.19,paid,2019-04-03,2019-04-03
1878,cbf1c8b09cd5b549416d49d220a40cbd317f952e,33.45,voided,2019-02-09,
1879,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-14,
1880,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-19,
1881,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.43,pending_payment,2019-01-20,
1882,cbf1c8b09cd5b549416d49d220a40cbd317f952e,192.36,paid,2019-02-28,2019-02-28
1883,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.75,pending_payment,2019-01-11,
1884,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.0,paid,2019-01-16,2019-01-16
1885,cbf1c8b09cd5b549416d49d220a40cbd317f952e,156.45,voided,2019-02-18,
1886,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.53,pending_payment,2019-04-01,
1887,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.03,paid,2019-03-21,2019-03-21
